event,pt,utc,signal_id,market_type,market_name,runner_name,entry_order_side,book_side,price,stake,liability,free_balance,fill_utc,exit_utc,pnl_proxy,pnl_status,note
EXIT,1493561621000,2017-04-30T14:13:41Z,26,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.27,4.0,1.080000,993.926053,2017-04-30T14:13:34.464000Z,2017-04-30T14:13:40.855000Z,0.208955,EXIT_FOUND,exit_proxy
PLACE,1493561782750,2017-04-30T14:16:22.750000Z,27,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.2,4.0,0.800000,995.215008,2017-04-30T14:16:37.838000Z,2017-04-30T14:16:38.063000Z,0.25,EXIT_FOUND,placed
PLACE,1493561783000,2017-04-30T14:16:23Z,27,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.22,4.0,0.880000,994.415008,2017-04-30T14:16:24.624000Z,2017-04-30T14:16:24.725000Z,0.15748,EXIT_FOUND,placed
FILL,1493561784750,2017-04-30T14:16:24.750000Z,27,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.22,4.0,0.880000,993.535008,2017-04-30T14:16:24.624000Z,2017-04-30T14:16:24.725000Z,0.15748,EXIT_FOUND,fill_proxy
EXIT,1493561785000,2017-04-30T14:16:25Z,27,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.22,4.0,0.880000,993.535008,2017-04-30T14:16:24.624000Z,2017-04-30T14:16:24.725000Z,0.15748,EXIT_FOUND,exit_proxy
PLACE,1493561785250,2017-04-30T14:16:25.250000Z,27,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.51,4.0,2.040000,994.572488,,,0.0,NO_FILL_PROXY,placed
PLACE,1493561785250,2017-04-30T14:16:25.250000Z,27,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.76,4.0,3.040000,992.532488,2017-04-30T14:16:30.293000Z,2017-04-30T14:16:32.868000Z,0.408163,EXIT_FOUND,placed
PLACE,1493561786500,2017-04-30T14:16:26.500000Z,27,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.22,4.0,0.880000,989.492488,2017-04-30T14:16:49.922000Z,2017-04-30T14:16:54.229000Z,0.15748,EXIT_FOUND,placed
FILL,1493561790500,2017-04-30T14:16:30.500000Z,27,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.76,4.0,3.040000,988.612488,2017-04-30T14:16:30.293000Z,2017-04-30T14:16:32.868000Z,0.408163,EXIT_FOUND,fill_proxy
EXIT,1493561793000,2017-04-30T14:16:33Z,27,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.76,4.0,3.040000,988.612488,2017-04-30T14:16:30.293000Z,2017-04-30T14:16:32.868000Z,0.408163,EXIT_FOUND,exit_proxy
FILL,1493561798000,2017-04-30T14:16:38Z,27,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.2,4.0,0.800000,992.060651,2017-04-30T14:16:37.838000Z,2017-04-30T14:16:38.063000Z,0.25,EXIT_FOUND,fill_proxy
EXIT,1493561798250,2017-04-30T14:16:38.250000Z,27,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.2,4.0,0.800000,992.060651,2017-04-30T14:16:37.838000Z,2017-04-30T14:16:38.063000Z,0.25,EXIT_FOUND,exit_proxy
FILL,1493561810000,2017-04-30T14:16:50Z,27,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.22,4.0,0.880000,993.110651,2017-04-30T14:16:49.922000Z,2017-04-30T14:16:54.229000Z,0.15748,EXIT_FOUND,fill_proxy
EXIT,1493561814250,2017-04-30T14:16:54.250000Z,27,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.22,4.0,0.880000,993.110651,2017-04-30T14:16:49.922000Z,2017-04-30T14:16:54.229000Z,0.15748,EXIT_FOUND,exit_proxy
PLACE,1493561857500,2017-04-30T14:17:37.500000Z,28,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.24,4.0,0.960000,994.148131,2017-04-30T14:17:38.341000Z,2017-04-30T14:17:42.443000Z,0.063492,EXIT_FOUND,placed
PLACE,1493561858250,2017-04-30T14:17:38.250000Z,28,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.73,4.0,2.920000,993.188131,2017-04-30T14:18:05.165000Z,2017-04-30T14:18:09.652000Z,0.357895,EXIT_FOUND,placed
FILL,1493561858500,2017-04-30T14:17:38.500000Z,28,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.24,4.0,0.960000,990.268131,2017-04-30T14:17:38.341000Z,2017-04-30T14:17:42.443000Z,0.063492,EXIT_FOUND,fill_proxy
EXIT,1493561862500,2017-04-30T14:17:42.500000Z,28,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.24,4.0,0.960000,990.268131,2017-04-30T14:17:38.341000Z,2017-04-30T14:17:42.443000Z,0.063492,EXIT_FOUND,exit_proxy
PLACE,1493561862500,2017-04-30T14:17:42.500000Z,28,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.23,4.0,0.920000,991.291623,2017-04-30T14:17:42.719000Z,2017-04-30T14:17:47.351000Z,0.15625,EXIT_FOUND,placed
PLACE,1493561862500,2017-04-30T14:17:42.500000Z,28,TEAM_TOTAL_GOALS,Man City Total Goals,1 goals or more,LAY,ATB,1.31,4.0,1.240000,990.371623,2017-04-30T14:17:45.854000Z,2017-04-30T14:17:46.143000Z,0.202899,EXIT_FOUND,placed
FILL,1493561862750,2017-04-30T14:17:42.750000Z,28,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.23,4.0,0.920000,989.131623,2017-04-30T14:17:42.719000Z,2017-04-30T14:17:47.351000Z,0.15625,EXIT_FOUND,fill_proxy
FILL,1493561866000,2017-04-30T14:17:46Z,28,TEAM_TOTAL_GOALS,Man City Total Goals,1 goals or more,LAY,ATB,1.31,4.0,1.240000,989.131623,2017-04-30T14:17:45.854000Z,2017-04-30T14:17:46.143000Z,0.202899,EXIT_FOUND,fill_proxy
EXIT,1493561866250,2017-04-30T14:17:46.250000Z,28,TEAM_TOTAL_GOALS,Man City Total Goals,1 goals or more,LAY,ATB,1.31,4.0,1.240000,989.131623,2017-04-30T14:17:45.854000Z,2017-04-30T14:17:46.143000Z,0.202899,EXIT_FOUND,exit_proxy
EXIT,1493561867500,2017-04-30T14:17:47.500000Z,28,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.23,4.0,0.920000,990.574522,2017-04-30T14:17:42.719000Z,2017-04-30T14:17:47.351000Z,0.15625,EXIT_FOUND,exit_proxy
FILL,1493561885250,2017-04-30T14:18:05.250000Z,28,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.73,4.0,2.920000,991.650772,2017-04-30T14:18:05.165000Z,2017-04-30T14:18:09.652000Z,0.357895,EXIT_FOUND,fill_proxy
EXIT,1493561889750,2017-04-30T14:18:09.750000Z,28,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.73,4.0,2.920000,991.650772,2017-04-30T14:18:05.165000Z,2017-04-30T14:18:09.652000Z,0.357895,EXIT_FOUND,exit_proxy
PLACE,1493562141750,2017-04-30T14:22:21.750000Z,29,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.27,4.0,1.080000,994.928667,2017-04-30T14:22:22.059000Z,2017-04-30T14:22:22.455000Z,0.318841,EXIT_FOUND,placed
PLACE,1493562142000,2017-04-30T14:22:22Z,29,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.27,4.0,1.080000,993.848667,2017-04-30T14:22:22.059000Z,2017-04-30T14:22:24.168000Z,0.208955,EXIT_FOUND,placed
PLACE,1493562142000,2017-04-30T14:22:22Z,29,TEAM_TOTAL_GOALS,Man City Total Goals,1 goals or more,LAY,ATB,1.39,4.0,1.560000,992.768667,2017-04-30T14:22:39.190000Z,2017-04-30T14:22:43.508000Z,0.217687,EXIT_FOUND,placed
FILL,1493562142250,2017-04-30T14:22:22.250000Z,29,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.27,4.0,1.080000,991.208667,2017-04-30T14:22:22.059000Z,2017-04-30T14:22:22.455000Z,0.318841,EXIT_FOUND,fill_proxy
FILL,1493562142250,2017-04-30T14:22:22.250000Z,29,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.27,4.0,1.080000,991.208667,2017-04-30T14:22:22.059000Z,2017-04-30T14:22:24.168000Z,0.208955,EXIT_FOUND,fill_proxy
PLACE,1493562142250,2017-04-30T14:22:22.250000Z,29,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.28,4.0,1.120000,991.208667,2017-04-30T14:22:25.371000Z,2017-04-30T14:22:29.587000Z,0.179104,EXIT_FOUND,placed
EXIT,1493562142500,2017-04-30T14:22:22.500000Z,29,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.27,4.0,1.080000,990.088667,2017-04-30T14:22:22.059000Z,2017-04-30T14:22:22.455000Z,0.318841,EXIT_FOUND,exit_proxy
PLACE,1493562142750,2017-04-30T14:22:22.750000Z,29,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.28,4.0,1.120000,991.487508,2017-04-30T14:22:42.374000Z,2017-04-30T14:22:44.343000Z,0.207407,EXIT_FOUND,placed
EXIT,1493562144250,2017-04-30T14:22:24.250000Z,29,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.27,4.0,1.080000,990.367508,2017-04-30T14:22:22.059000Z,2017-04-30T14:22:24.168000Z,0.208955,EXIT_FOUND,exit_proxy
FILL,1493562145500,2017-04-30T14:22:25.500000Z,29,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.28,4.0,1.120000,991.656463,2017-04-30T14:22:25.371000Z,2017-04-30T14:22:29.587000Z,0.179104,EXIT_FOUND,fill_proxy
EXIT,1493562149750,2017-04-30T14:22:29.750000Z,29,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.28,4.0,1.120000,991.656463,2017-04-30T14:22:25.371000Z,2017-04-30T14:22:29.587000Z,0.179104,EXIT_FOUND,exit_proxy
FILL,1493562159250,2017-04-30T14:22:39.250000Z,29,TEAM_TOTAL_GOALS,Man City Total Goals,1 goals or more,LAY,ATB,1.39,4.0,1.560000,992.955567,2017-04-30T14:22:39.190000Z,2017-04-30T14:22:43.508000Z,0.217687,EXIT_FOUND,fill_proxy
FILL,1493562162500,2017-04-30T14:22:42.500000Z,29,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.28,4.0,1.120000,992.955567,2017-04-30T14:22:42.374000Z,2017-04-30T14:22:44.343000Z,0.207407,EXIT_FOUND,fill_proxy
EXIT,1493562163750,2017-04-30T14:22:43.750000Z,29,TEAM_TOTAL_GOALS,Man City Total Goals,1 goals or more,LAY,ATB,1.39,4.0,1.560000,992.955567,2017-04-30T14:22:39.190000Z,2017-04-30T14:22:43.508000Z,0.217687,EXIT_FOUND,exit_proxy
EXIT,1493562164500,2017-04-30T14:22:44.500000Z,29,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.28,4.0,1.120000,994.733254,2017-04-30T14:22:42.374000Z,2017-04-30T14:22:44.343000Z,0.207407,EXIT_FOUND,exit_proxy
PLACE,1493562227750,2017-04-30T14:23:47.750000Z,30,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.3,4.0,1.200000,996.060661,2017-04-30T14:24:08.353000Z,2017-04-30T14:24:11.255000Z,0.176471,EXIT_FOUND,placed
PLACE,1493562228250,2017-04-30T14:23:48.250000Z,30,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.55,4.0,2.200000,994.860661,2017-04-30T14:24:11.763000Z,2017-04-30T14:24:15.715000Z,0.352941,EXIT_FOUND,placed
PLACE,1493562230500,2017-04-30T14:23:50.500000Z,30,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.3,4.0,1.200000,992.660661,,,0.0,NO_FILL_PROXY,placed
PLACE,1493562230750,2017-04-30T14:23:50.750000Z,30,TEAM_TOTAL_GOALS,Man City Total Goals,1 goals or more,LAY,ATB,1.41,4.0,1.640000,991.460661,2017-04-30T14:24:07.892000Z,2017-04-30T14:24:38.243000Z,0.24,EXIT_FOUND,placed
FILL,1493562248000,2017-04-30T14:24:08Z,30,TEAM_TOTAL_GOALS,Man City Total Goals,1 goals or more,LAY,ATB,1.41,4.0,1.640000,989.820661,2017-04-30T14:24:07.892000Z,2017-04-30T14:24:38.243000Z,0.24,EXIT_FOUND,fill_proxy
FILL,1493562248500,2017-04-30T14:24:08.500000Z,30,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.3,4.0,1.200000,989.820661,2017-04-30T14:24:08.353000Z,2017-04-30T14:24:11.255000Z,0.176471,EXIT_FOUND,fill_proxy
EXIT,1493562251500,2017-04-30T14:24:11.500000Z,30,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.3,4.0,1.200000,989.820661,2017-04-30T14:24:08.353000Z,2017-04-30T14:24:11.255000Z,0.176471,EXIT_FOUND,exit_proxy
FILL,1493562252000,2017-04-30T14:24:12Z,30,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.55,4.0,2.200000,991.197132,2017-04-30T14:24:11.763000Z,2017-04-30T14:24:15.715000Z,0.352941,EXIT_FOUND,fill_proxy
EXIT,1493562255750,2017-04-30T14:24:15.750000Z,30,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.55,4.0,2.200000,991.197132,2017-04-30T14:24:11.763000Z,2017-04-30T14:24:15.715000Z,0.352941,EXIT_FOUND,exit_proxy
EXIT,1493562278250,2017-04-30T14:24:38.250000Z,30,TEAM_TOTAL_GOALS,Man City Total Goals,1 goals or more,LAY,ATB,1.41,4.0,1.640000,993.750073,2017-04-30T14:24:07.892000Z,2017-04-30T14:24:38.243000Z,0.24,EXIT_FOUND,exit_proxy
PLACE,1493562384000,2017-04-30T14:26:24Z,31,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.48,4.0,1.920000,995.630073,2017-04-30T14:26:27.079000Z,2017-04-30T14:26:27.909000Z,0.229299,EXIT_FOUND,placed
PLACE,1493562384250,2017-04-30T14:26:24.250000Z,31,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.35,4.0,1.400000,993.710073,2017-04-30T14:26:24.253000Z,2017-04-30T14:26:26.386000Z,0.142857,EXIT_FOUND,placed
FILL,1493562384500,2017-04-30T14:26:24.500000Z,31,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.35,4.0,1.400000,992.310073,2017-04-30T14:26:24.253000Z,2017-04-30T14:26:26.386000Z,0.142857,EXIT_FOUND,fill_proxy
EXIT,1493562386500,2017-04-30T14:26:26.500000Z,31,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.35,4.0,1.400000,992.310073,2017-04-30T14:26:24.253000Z,2017-04-30T14:26:26.386000Z,0.142857,EXIT_FOUND,exit_proxy
FILL,1493562387250,2017-04-30T14:26:27.250000Z,31,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.48,4.0,1.920000,993.852930,2017-04-30T14:26:27.079000Z,2017-04-30T14:26:27.909000Z,0.229299,EXIT_FOUND,fill_proxy
EXIT,1493562388000,2017-04-30T14:26:28Z,31,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.48,4.0,1.920000,993.852930,2017-04-30T14:26:27.079000Z,2017-04-30T14:26:27.909000Z,0.229299,EXIT_FOUND,exit_proxy
PLACE,1493562390250,2017-04-30T14:26:30.250000Z,31,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.46,4.0,1.840000,996.002229,2017-04-30T14:26:33.440000Z,2017-04-30T14:26:33.571000Z,0.327044,EXIT_FOUND,placed
FILL,1493562393500,2017-04-30T14:26:33.500000Z,31,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.46,4.0,1.840000,994.162229,2017-04-30T14:26:33.440000Z,2017-04-30T14:26:33.571000Z,0.327044,EXIT_FOUND,fill_proxy
EXIT,1493562393750,2017-04-30T14:26:33.750000Z,31,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,LAY,ATB,1.46,4.0,1.840000,994.162229,2017-04-30T14:26:33.440000Z,2017-04-30T14:26:33.571000Z,0.327044,EXIT_FOUND,exit_proxy
PLACE,1493562652250,2017-04-30T14:30:52.250000Z,32,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,1.46,4.0,1.840000,996.329273,2017-04-30T14:30:52.413000Z,2017-04-30T14:30:53.995000Z,0.207792,EXIT_FOUND,placed
FILL,1493562652500,2017-04-30T14:30:52.500000Z,32,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,1.46,4.0,1.840000,994.489273,2017-04-30T14:30:52.413000Z,2017-04-30T14:30:53.995000Z,0.207792,EXIT_FOUND,fill_proxy
PLACE,1493562652500,2017-04-30T14:30:52.500000Z,32,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,1.48,4.0,1.920000,994.489273,2017-04-30T14:31:01.063000Z,2017-04-30T14:31:01.362000Z,0.27673,EXIT_FOUND,placed
PLACE,1493562652750,2017-04-30T14:30:52.750000Z,32,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.34,4.0,1.360000,992.569273,2017-04-30T14:31:02.375000Z,2017-04-30T14:31:02.999000Z,0.198582,EXIT_FOUND,placed
PLACE,1493562653250,2017-04-30T14:30:53.250000Z,32,TOTAL_GOALS,Total Goals,3 goals or more,LAY,ATB,1.48,4.0,1.920000,991.209273,2017-04-30T14:31:07.149000Z,2017-04-30T14:31:08.043000Z,0.253165,EXIT_FOUND,placed
EXIT,1493562654000,2017-04-30T14:30:54Z,32,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,1.46,4.0,1.840000,989.289273,2017-04-30T14:30:52.413000Z,2017-04-30T14:30:53.995000Z,0.207792,EXIT_FOUND,exit_proxy
PLACE,1493562657000,2017-04-30T14:30:57Z,32,TEAM_TOTAL_GOALS,Man City Total Goals,2 goals or more,LAY,ATB,1.65,4.0,2.600000,991.337065,2017-04-30T14:31:00.426000Z,2017-04-30T14:31:07.278000Z,0.292135,EXIT_FOUND,placed
FILL,1493562660500,2017-04-30T14:31:00.500000Z,32,TEAM_TOTAL_GOALS,Man City Total Goals,2 goals or more,LAY,ATB,1.65,4.0,2.600000,988.737065,2017-04-30T14:31:00.426000Z,2017-04-30T14:31:07.278000Z,0.292135,EXIT_FOUND,fill_proxy
FILL,1493562661250,2017-04-30T14:31:01.250000Z,32,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,1.48,4.0,1.920000,988.737065,2017-04-30T14:31:01.063000Z,2017-04-30T14:31:01.362000Z,0.27673,EXIT_FOUND,fill_proxy
EXIT,1493562661500,2017-04-30T14:31:01.500000Z,32,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,1.48,4.0,1.920000,988.737065,2017-04-30T14:31:01.063000Z,2017-04-30T14:31:01.362000Z,0.27673,EXIT_FOUND,exit_proxy
FILL,1493562662500,2017-04-30T14:31:02.500000Z,32,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.34,4.0,1.360000,990.933795,2017-04-30T14:31:02.375000Z,2017-04-30T14:31:02.999000Z,0.198582,EXIT_FOUND,fill_proxy
EXIT,1493562663000,2017-04-30T14:31:03Z,32,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.34,4.0,1.360000,990.933795,2017-04-30T14:31:02.375000Z,2017-04-30T14:31:02.999000Z,0.198582,EXIT_FOUND,exit_proxy
FILL,1493562667250,2017-04-30T14:31:07.250000Z,32,TOTAL_GOALS,Total Goals,3 goals or more,LAY,ATB,1.48,4.0,1.920000,992.492377,2017-04-30T14:31:07.149000Z,2017-04-30T14:31:08.043000Z,0.253165,EXIT_FOUND,fill_proxy
EXIT,1493562667500,2017-04-30T14:31:07.500000Z,32,TEAM_TOTAL_GOALS,Man City Total Goals,2 goals or more,LAY,ATB,1.65,4.0,2.600000,992.492377,2017-04-30T14:31:00.426000Z,2017-04-30T14:31:07.278000Z,0.292135,EXIT_FOUND,exit_proxy
EXIT,1493562668250,2017-04-30T14:31:08.250000Z,32,TOTAL_GOALS,Total Goals,3 goals or more,LAY,ATB,1.48,4.0,1.920000,995.384512,2017-04-30T14:31:07.149000Z,2017-04-30T14:31:08.043000Z,0.253165,EXIT_FOUND,exit_proxy
