signal_id,signal_utc,minute,phase,score,market_type,market_name,runner_name,side,price,stake,engine_add_amount,engine_add_count,first_add_utc,future_match_amount,future_remove_amount,fill_proxy,fill_proxy_amount,cancel_proxy,same_level_remove_amount,same_level_match_amount,opposite_side_match_amount,near_remove_match_same_amount,near_remove_match_opp_amount,outcome,entry_order_side,fill_utc,exit_utc,exit_proxy,exit_side,exit_price,price_diff,pnl_proxy,pnl_status
71,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,ATL,1.21,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
72,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,ATL,1.22,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
73,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,ATL,1.23,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
74,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,ATL,1.24,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
75,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_25,Over/Under 2.5 Goals,Under 2.5 Goals,ATL,1.25,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
76,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.01,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
77,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.02,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
78,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.03,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
79,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.04,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
80,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.05,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
81,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.06,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
82,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.07,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
83,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.08,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
84,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.09,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
85,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.1,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
86,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.11,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
87,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.12,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
88,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.13,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
89,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.14,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
90,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.15,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
91,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.16,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
92,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.17,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
93,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.18,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
94,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.19,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
95,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.2,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
96,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.21,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
97,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.22,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
98,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.23,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
99,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.24,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
100,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,ATL,1.25,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
101,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.01,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
102,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.02,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
103,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.03,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
104,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.04,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
105,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.05,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
106,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.06,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
107,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.07,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
108,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.08,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
109,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.09,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
110,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.1,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
111,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.11,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
112,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.12,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
113,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.13,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
114,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.14,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
115,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.15,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
116,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.16,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
117,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.17,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
118,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.18,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
119,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.19,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
120,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.2,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
121,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.21,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
122,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.22,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
123,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.23,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
124,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.24,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
125,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_45,Over/Under 4.5 Goals,Under 4.5 Goals,ATL,1.25,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
126,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.01,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
127,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.02,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
128,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.03,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
129,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.04,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
130,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.05,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
131,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.06,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
132,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.07,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
133,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.08,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
134,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.09,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
135,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.1,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
136,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.11,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
137,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.12,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
138,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.13,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
139,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.14,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
140,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.15,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
141,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.16,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
142,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.17,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
143,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.18,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
144,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.19,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
145,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.2,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
146,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.21,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
147,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.22,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
148,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.23,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
149,2017-04-30T13:03:59.809000Z,-1.00,PREPLAY_SEED_GRID,0-0,OVER_UNDER_55,Over/Under 5.5 Goals,Under 5.5 Goals,ATL,1.24,4.00,,,2017-04-30T13:03:59.809000Z,,,,,,,,,,,PREPLAY_SEED_GRID_BACK_UNDER,BACK,,,,,,,0,PREPLAY_SEED_GRID
