event,pt,utc,order_id,signal_id,market_type,market_name,runner_name,side,price,stake,matched,remaining,queue_ahead_initial,queue_ahead_remaining,status,liability,free_balance,queue_delta,matched_now,action_source,action_count,action_amount,pnl_v3,matched_fraction,exit_utc,exit_price,settlement,note
REQUEST_PLACE,1493557440000,2017-04-30T13:04:00Z,94|1.131162757|1222344|None|LAY|1.19|2017-04-30T13:03:59.809000Z,94,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,1.190000,4.000000,0.000000,4.000000,0.000000,0.000000,requested_place,0.000000,1000.000000,0.000000,0.000000,,0,0.000000,0.000000,0.000000,,,,requested_place phase=PREPLAY_SEED_GRID inplay=False place_delay_sec=0
PLACE,1493557440000,2017-04-30T13:04:00Z,94|1.131162757|1222344|None|LAY|1.19|2017-04-30T13:03:59.809000Z,94,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,1.190000,4.000000,0.000000,4.000000,640.360000,640.360000,open,0.760000,953.400000,0.000000,0.000000,,0,0.000000,0.000000,0.000000,,,,placed_after_delay phase=PREPLAY_SEED_GRID inplay=False place_delay_sec=0
REQUEST_PLACE,1493557440000,2017-04-30T13:04:00Z,95|1.131162757|1222344|None|LAY|1.2|2017-04-30T13:03:59.809000Z,95,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,1.200000,4.000000,0.000000,4.000000,0.000000,0.000000,requested_place,0.000000,1000.000000,0.000000,0.000000,,0,0.000000,0.000000,0.000000,,,,requested_place phase=PREPLAY_SEED_GRID inplay=False place_delay_sec=0
PLACE,1493557440000,2017-04-30T13:04:00Z,95|1.131162757|1222344|None|LAY|1.2|2017-04-30T13:03:59.809000Z,95,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,1.200000,4.000000,0.000000,4.000000,640.360000,640.360000,open,0.800000,952.600000,0.000000,0.000000,,0,0.000000,0.000000,0.000000,,,,placed_after_delay phase=PREPLAY_SEED_GRID inplay=False place_delay_sec=0
REQUEST_PLACE,1493557440000,2017-04-30T13:04:00Z,96|1.131162757|1222344|None|LAY|1.21|2017-04-30T13:03:59.809000Z,96,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,1.210000,4.000000,0.000000,4.000000,0.000000,0.000000,requested_place,0.000000,1000.000000,0.000000,0.000000,,0,0.000000,0.000000,0.000000,,,,requested_place phase=PREPLAY_SEED_GRID inplay=False place_delay_sec=0
PLACE,1493557440000,2017-04-30T13:04:00Z,96|1.131162757|1222344|None|LAY|1.21|2017-04-30T13:03:59.809000Z,96,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,1.210000,4.000000,0.000000,4.000000,640.360000,640.360000,open,0.840000,951.760000,0.000000,0.000000,,0,0.000000,0.000000,0.000000,,,,placed_after_delay phase=PREPLAY_SEED_GRID inplay=False place_delay_sec=0
REQUEST_PLACE,1493557440000,2017-04-30T13:04:00Z,97|1.131162757|1222344|None|LAY|1.22|2017-04-30T13:03:59.809000Z,97,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,1.220000,4.000000,0.000000,4.000000,0.000000,0.000000,requested_place,0.000000,1000.000000,0.000000,0.000000,,0,0.000000,0.000000,0.000000,,,,requested_place phase=PREPLAY_SEED_GRID inplay=False place_delay_sec=0
PLACE,1493557440000,2017-04-30T13:04:00Z,97|1.131162757|1222344|None|LAY|1.22|2017-04-30T13:03:59.809000Z,97,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,1.220000,4.000000,0.000000,4.000000,0.000000,0.000000,open,0.880000,950.880000,0.000000,0.000000,,0,0.000000,0.000000,0.000000,,,,placed_after_delay phase=PREPLAY_SEED_GRID inplay=False place_delay_sec=0
REQUEST_PLACE,1493557440000,2017-04-30T13:04:00Z,98|1.131162757|1222344|None|LAY|1.23|2017-04-30T13:03:59.809000Z,98,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,1.230000,4.000000,0.000000,4.000000,0.000000,0.000000,requested_place,0.000000,1000.000000,0.000000,0.000000,,0,0.000000,0.000000,0.000000,,,,requested_place phase=PREPLAY_SEED_GRID inplay=False place_delay_sec=0
PLACE,1493557440000,2017-04-30T13:04:00Z,98|1.131162757|1222344|None|LAY|1.23|2017-04-30T13:03:59.809000Z,98,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,1.230000,4.000000,0.000000,4.000000,0.000000,0.000000,open,0.920000,949.960000,0.000000,0.000000,,0,0.000000,0.000000,0.000000,,,,placed_after_delay phase=PREPLAY_SEED_GRID inplay=False place_delay_sec=0
